"Eastern","Akwapim South","Dago","Obotweri CHPs",5.85856,-0.2819,"Not Applicable","Government","CHPS",150,1,1,2,0,1,2,0,0,"Rain Water","KVIP",,"KVIP",,"Solid",,1,1,2,"Carried By Ordelies","Surface burning in facility",,"Sewerage System","None",,2,1,2,2,2,2,,1,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,1,0,0,0,0,0,1,1,0,0,,"Disposable","Boiling pot",,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Ashanti","Amansie West","Manso Adubia","Adimposo CHPS Zone",6.33659,-1.92588,"Not Applicable","Government","CHPS",68,,,2,,1,,,,"Borehole","Water Closet",,"Water Closet",,"Solid",,1,2,1,"Carried By Ordelies","Pit burning in facility",,,"Solar System",,2,2,2,1,2,2,,1,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,1,1,0,0,2,2,0,0,0,0,,"Disposable",,"Disinfectant",1,,,,,1,,,,,,,,,,,,,,,,,,,2,
"Ashanti","Amansie West","Keniago","keniago  CHPS Zone",6.36828,-1.01991,"Not Applicable","Government","CHPS",18,1,2,2,,1,,,,"Borehole","Improved Pit Latrine",,"Improved Pit Latrine",,"Solid",,2,2,1,"Carried By Ordelies","District /Community assembly de",,,"None",,2,2,2,1,2,2,,1,2,2,1,1,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,2,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,2,2,,,,,,"Disposable","Boiling pot",,1,,,,,1,,1,,,,,,,,,,,,,,,,,3,
"Ashanti","Amansie West","Keniago","Keniago CHPS Zone",6.37344,-2.01764,"New  - under construction","Government","CHPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ashanti","Amansie West","Keniago","Nipankyeremia CHIPS Zone",6.37002,-2.15827,"Not Applicable","Government","CHPS",6,1,1,2,,2,1,,,"Borehole","Improved Pit Latrine",,"Improved Pit Latrine",,"Solid",,2,2,1,"Carried By Ordelies","Pit burning in facility",,,"None",,2,2,2,2,2,2,,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,2,2,,,,,,"Disposable",,"Parazone",1,,,,1,,,,,,,,,,,,,,,,,,,,3,
"Central","Asikuma-Odoben-Brakwa","Anhwiam","Anhwiam CHPS Zone",5.64501,-1.14176,"Under renovation","Government","CHPS",16,1,2,2,,1,16,2,,"Borehole","Water Closet",,"Water Closet",,"Solid",,1,1,1,"Carried By Ordelies","Pit burning in facility",,"Sewerage System","None",,2,1,2,2,2,2,,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,2,1,2,2,1,1,1,1,1,1,1,1,4,4,1,1,0,0,,"Disposable","Boiling pot",,1,,,,1,,,1,,,,,,,,,,,,,,,,,1,
"Upper East","Bawku","Zawse/Bansi","Bansi CHPs",11.06103,-0.34752,"Not Applicable","Government","CHPS",97,,,2,,2,,,,"Borehole",,,"Water Closet",,,,2,,1,,"Pit burning in facility",,,"Solar system",,2,1,2,2,2,2,,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,"Disposable","Boiling pot",,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Upper East","Bawku","Zawse-Bansi","Bazua CHPS",11.00312,-0.35115,"New  - under construction","Government","CHPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Upper East","Bawku","Urban West","Manga CHPS",11.02384,-0.26314,"New  - under construction","Government","CHPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
"Upper East","Bawku","Binduri","Nafkoliga CHPs",10.8893,-0.36387,"Not Applicable","Government","CHPS",91,,,,,1,,,,"Rain water","KVIP",,"KVIP",,"Solid",,2,2,1,"Carried by Orderlies","Surface burning in facility",,,"None",,2,1,2,2,2,2,,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,1,,,,,1,,,,,"Disposable",,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
"Upper East","Bawku","Pusiga","Sarabogo CHPs",11.05838,-0.16943,"New  - under construction","Government","CHPS",25,,,2,,2,,,,"Borehole","KVIP",,"KVIP",,"Solid",,1,1,1,,"Pit burning in facility",,,"Solar system",,2,1,98,2,2,2,,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,,,,,,,,,,,,,,,,,,,1,,1,,,,2,2,1,1,,,,,,,,,,"Disposable",,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
"Upper East","Bawku","Zawse/Bansi","Zawse CHPS",11.05267,-0.29344,"Not Applicable","Government","CHPS",105,0,0,2,,2,0,0,,"Borehole;Rain water","KVIP",,"KVIP",,"Solid",,2,2,2,"Carried by Nurse","Pit burning in facility",,,"None",,2,1,1,1,2,2,,1,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,1,0,,,,"Disposable","None",,2,,,,,1,,,,,,,,,,,,,,,,,,,0,
"Upper East","Bawku West","Zebilla","Kansoogo CHPs",10.97189,-0.51656,"New  - under construction","Government","CHPS",,,,2,,2,,,,"Borehole","Improved Pit latrine",,"Improved Pit latrine",,"Liquid",,2,2,2,"Carried by Orderlies","Pit burning in facility",,,"None",,2,1,2,2,2,2,,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Upper East","Bawku West","Sapelliga/Googo","Salpiiga CHPS",11.0616,-0.38571,"Not Applicable","Government","CHPS",40,,,2,,2,,,,"Borehole","KVIP",,"KVIP",,"Solid",,2,2,1,"Carried by Orderlies","Pit burning in facility",,,"None",,2,1,2,2,2,2,,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,,,,,,,1,,,,,"Disposable",,"Bleach",1,,,,,1,,,,,,,,,,,,,,,,,,,,
"Upper East","Bawku West","Tanga/Timonde","Tanga CHPs",10.90813,-0.43994,"Not Applicable","Government","CHPS",45,,,2,,2,,,,"Borehole","None",,,,"Solid",,2,2,1,"Carried by Orderlies (Nurse)","Pit burning in facility",,,"Solar system",,2,1,2,1,2,2,,1,2,2,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,1,,,,,2,2,,,1,1,,"Disposable","Boiling pot",,2,,,,,1,,1,,,,,,,,,,,,,,,,,,
"Upper East","Bawku West","Zebilla","Teshie CHPs",10.97864,-0.48265,"Not Applicable","Government","CHPS",30,,,2,,2,,,,"Borehole","KVIP",,"KVIP",,"Solid",,2,2,2,"Carried by Orderlies","Pit burning in facility",,,"Solar system",,2,1,2,1,2,2,,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,,,,,,,,,1,1,,"Disposable","Boiling pot",,2,,,,,1,,,,,,,,,,,,,,,,,,,,
"Upper East","Bawku West","Tanga/Timonde","Timonde CHPs",10.91236,-0.4065,"Not Applicable","Government","CHPS",24,,,2,,2,,,,"Borehole","Improved Pit latrine",,"Improved Pit latrine",,,,2,2,2,,"Bury within in facility",,"Sewerage system","None",,2,1,2,2,2,2,,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,"Disposable",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Upper East","Bawku West","Zebilla","Yarigu CHPs",10.95773,-0.39745,"Not Applicable","Government","CHPS",53,,,2,,2,,,,"Borehole","KVIP",,"KVIP",,"Solid",,2,2,1,"Carried by Orderlies","Pit burning in facility",,,"None",,2,1,2,2,2,2,,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,"Disposable",,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
"Western","Bia","ADABOKROM","ADABOKROM  CHPS COMPOUND",6.83139,-3.02535,"Not Applicable","Government","CHPS",90,,,2,,2,,,,"Borehole","Improved Pit Latrine",,"Open Pit Latrine",,"Solid",,1,1,1,"Carried By Ordelies","Pit burning in facility","LANTERN",,,,2,2,2,1,2,2,,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,1,,,5,5,1,1,,,,"Disposable","Boiling pot",,1,,,,,1,,,,,,,1,,,,,,,,,,,,,
"Western","Bia","ADABOKROM","CAMP 15 CHPS COMPOUND",6.795,-2.90451,"Not Applicable","Government","CHPS",118,1,1,2,,2,6,,,"Borehole","Improved Pit Latrine",,"Improved Pit Latrine",,"Solid;Liquid",,1,1,1,"Carried By Ordelies","Pit burning in facility",,"Sewerage System",,,2,2,2,2,2,2,,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,1,1,,,,,,"Disposable","Boiling pot",,1,,,,,2,,1,,,,,,,,,,,,,,,,,1,
"Western","Bia","ESSAM","OSEIKOJOKROM CHPS COMPOUND",6.65927,-3.23588,"Not Applicable","Government","CHPS",35,,,2,,2,,,,"Borehole","Improved Pit Latrine",,"Improved Pit Latrine",,"Solid",,1,1,1,"Carried By Ordelies","Pit burning in facility",,,"National Grid",,2,2,2,2,2,2,,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,,,"Disposable","Boiling pot",,1,,,,,1,,,,,,,,,,,,,,,,,,,,
"Eastern","Birim South","Swedru","Apoli CHPs",5.94472,-1.15134,"Not Applicable","Government","CHPS",24,0,0,2,0,1,0,0,0,"Borehole",,"None",,"None",,"None",1,1,1,"Carried By Ordelies","Pit burning in facility",,,"None",,2,1,2,2,2,2,,1,2,2,2,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,,"Disposable","Boiling pot",,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Eastern","Birim South","Assam","Assam CHPs",6.01749,-0.97741,"Not Applicable","Government","CHPS",49,1,1,2,0,1,0,0,0,"Borehole","Improved Pit Latrine",,"KVIP",,"Solid",,1,1,2,"Wheel Barrows","Pit burning in facility",,"Sewerage System",,,2,2,2,2,2,2,,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,"Disposable","Boiling pot",,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Eastern","Birim South","Ehyiam","Ehyiam Chps",5.71795,-0.76064,"Not Applicable","Government","CHPS",50,0,0,2,0,2,0,0,0,"Borehole","KVIP",,"KVIP",,"Solid",,1,1,2,"Carried By Ordelies","Pit burning in facility",,"Sewerage System","None",,2,1,2,2,2,2,,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,"Disposable","Boiling pot",,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Eastern","Birim South","Manso","Manso Chps",5.88613,-0.87171,"Not Applicable","Government","CHPS",98,0,0,2,0,1,0,0,0,"Borehole",,"None",,"None",,"None",1,1,1,"Carried By Ordelies","Pit burning in facility",,,"National Grid",,2,1,2,2,2,2,,1,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,1,0,0,2,2,1,1,0,0,,"Disposable","Sterilizers",,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Northern","Bole","TINGA","BANDA-NKWANTA CHPS ZONE",8.35314,-2.13659,"Not Applicable","Government","CHPS",15,,,2,,2,,,,"Borehole","KVIP",,"KVIP",,"Solid",,1,2,1,"Carried By Ordelies","Pit burning in facility",,,"None",,2,1,2,2,2,2,,1,2,2,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,3,3,,,,,,"Disposable","Pressure pots",,1,,,,1,,,,,,,,,,,,,,,,,,,,1,
"Upper East","Bolgatanga","Sumbrungu","Aguusi CHPs Zone",10.84972,-0.91899,"Not Applicable","Government","CHPS",33,,,2,,1,,,,"Borehole",,,"KVIP",,"Solid",,1,2,1,"Carried by Orderlies","Pit burning in facility",,,"Solar system",,2,1,2,2,2,2,,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,"Disposable",,,2,,,,,1,,,,,,,,,,,,,,,,,,,,
"Upper East","Bongo","Beo","Adaboya CHPs",10.89957,-0.73402,"Not Applicable","Government","CHPS",103,1,1,2,,1,6,,,"Borehole","KVIP",,"KVIP",,,,2,2,1,,"Pit burning in facility",,,"Generator",,2,1,2,2,2,2,,1,2,2,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,"Disposable",,"Bleach",1,,,,,1,1,,,,,,,,,,,,,,,,,,,
"Upper East","Bongo","Central","Atampiisi CHPs",10.91026,-0.82337,"Not Applicable","Government","CHPS",41,,,2,,2,,,,"Borehole",,,"Water Closet",,,,2,1,1,,"Pit burning in facility",,,"National Grid",,2,1,2,2,2,2,,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,,"Disposable",,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
"Upper East","Bongo","Bongo Central","Balungu CHPS",10.93802,-0.86082,"Not Applicable","Government","CHPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Upper East","Bongo","Bongo-Soe","Boko CHPS",10.98182,-0.8305,"Not Applicable","Government","CHPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Upper East","Bongo","Valley zone","Gowrie CHPS",10.85812,-0.84299,"Under renovation","Government","CHPS",,,,2,,2,,,,"Covered well;Borehole","Water closet;KVIP",,"Water closet",,"Solid",,2,2,1,"Carried by Nurse","Pit burning in facility",,,"National Grid",,2,1,2,2,2,2,,1,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,"Disposable","None",,2,,,,,1,,,,,,1,,,,,,,,,,,,,0,
"Upper East","Bongo","Zorko","Kodorogo CHPs",10.92489,-0.90898,"Not Applicable","Government","CHPS",,,,,,1,4,,,"Borehole","KVIP",,"Water Closet",,"Solid",,2,2,1,,"Pit burning in facility",,,"Solar system",,2,1,2,2,2,2,,1,2,2,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,"Disposable",,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
"Upper East","Bongo","Bongo Central","Kunkua CHPs",10.87572,-0.82925,"New  - under construction","Government","CHPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Upper East","Bongo","Beo","Saporo CHPS",10.87062,-0.74361,"New  - under construction","Government","CHPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ashanti","Bosomtwe-Atwima-Kwanwoma","Kuntanase","Piase CHPS Compound",6.59099,-1.45151,"Not Applicable","Government","CHPS",50,1,3,2,,1,6,,,"Borehole","KVIP",,"KVIP",,"Solid",,2,2,1,"Carried By Ordelies","Pit burning in facility",,"Sewerage System","National Grid",,2,1,2,1,2,2,,1,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,1,1,1,,1,1,1,1,0,0,1,1,1,1,0,0,,"Disposable","Boiling pot",,1,,,,1,,,,,,,,,,,,,,,,,,,,2,
"Upper East","Builsa","Siniensi","Bachongsa CHPs",10.68283,-1.49208,"Not Applicable","Government","CHPS",32,,,2,,2,,,,"Borehole",,,"KVIP",,"Solid",,2,2,1,,"Pit burning in facility",,,"Solar system",,2,2,2,2,2,2,,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,"Disposable",,,2,,,,,1,,,,,,,,,,,,,,,,,,,,
"Upper East","Builsa","Wiaga","Chansa CHPs",10.57266,-1.19271,"New  - under construction","Government","CHPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Upper East","Builsa","Siniensi","Doninga CHPS",10.61591,-1.42572,"New  - under construction","Government","CHPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Upper East","Builsa","Gbedema /Kanjarga","Gbedema CHPS",10.51352,-1.32208,"Not Applicable","Government","CHPS",8,0,0,2,,2,0,0,0,"Rain water","None",,"None",,"Solid",,2,2,2,"Carried by Nurse","Surface burning in facility",,,"None",,2,2,2,2,2,2,,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,,,1,2,,,,,,"Disposable","Boiling pot",,2,,,,,1,,,,,,,,,,,,,,,,,,,0,
